SchemaName,TableName,ColumnName,OrdinalPosition,DataType,MaxLength,Precision,Scale,IsNullable,DefaultValue,IsIdentity,IsComputed,FKReferences,Notes
dbo,HoanTien,HoaDonID,2,INT,,10,0,YES,,,NO,dbo.HoaDon(HoaDonID),FK
dbo,HoanTien,AccountID,3,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,HoanTien,SoTienHoan,4,DECIMAL,,18,2,YES,,,NO,,
dbo,HoanTien,LyDo,5,NVARCHAR,MAX,,,YES,,,NO,,
dbo,HoanTien,TrangThai,6,NVARCHAR,50,,,YES,Chờ xử lý,,NO,,
dbo,HoanTien,ThoiGianYeuCau,7,DATETIME,,,,,YES,,,NO,,
dbo,HoanTien,ThoiGianHoan,8,DATETIME,,,,,YES,,,NO,,
dbo,HoanTien,DatSanID,9,INT,,10,0,YES,,,NO,dbo.LichDatSan(DatSanID),migration_refund_workflows FK
dbo,HoanTien,NguoiDuyetID,10,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),migration_refund_workflows FK
dbo,HoanTien,GhiChu,11,NVARCHAR,500,,,YES,,,NO,,migration_refund_workflows
dbo,HoanTien,SoTienDaThanhToan,12,DECIMAL,,18,2,YES,,,NO,,migration_refund_customer_selfservice
dbo,HoanTien,SoTienDeNghiHoan,13,DECIMAL,,18,2,YES,,,NO,,migration_refund_customer_selfservice
dbo,HoanTien,SoTienDuocDuyet,14,DECIMAL,,18,2,YES,,,NO,,migration_refund_customer_selfservice
dbo,HoanTien,CoSoID,15,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),migration_refund_customer_selfservice FK
dbo,HoanTien,QrNhanTienPath,16,NVARCHAR,500,,,YES,,,NO,,migration_refund_customer_selfservice
dbo,HoanTien,GhiChuKhachHang,17,NVARCHAR,MAX,,,YES,,,NO,,migration_refund_customer_selfservice
dbo,HoanTien,LyDoTuChoi,18,NVARCHAR,MAX,,,YES,,,NO,,migration_refund_customer_selfservice
dbo,HoanTien,CompletedAt,19,DATETIME2,,,,,YES,,,NO,,migration_refund_customer_selfservice
dbo,HoanTien,ApprovedAt,20,DATETIME2,,,,,YES,,,NO,,migration_refund_customer_selfservice
dbo,HoanTien,UpdatedAt,21,DATETIME2,,,,,YES,,,NO,,migration_refund_customer_selfservice
dbo,AuditLog,AuditLogID,1,BIGINT,,19,0,NO,,YES,NO,,PK
dbo,AuditLog,ActorAccountID,2,INT,,10,0,YES,,,NO,,NULL = system action
dbo,AuditLog,ActorName,3,NVARCHAR,255,,,YES,,,NO,,
dbo,AuditLog,ActorRole,4,INT,,10,0,YES,,,NO,,
dbo,AuditLog,CoSoID,5,INT,,10,0,YES,,,NO,,
dbo,AuditLog,Action,6,NVARCHAR,100,,,YES,,,NO,,
dbo,AuditLog,EntityType,7,NVARCHAR,100,,,YES,,,NO,,
dbo,AuditLog,EntityID,8,NVARCHAR,50,,,YES,,,NO,,
dbo,AuditLog,EntityName,9,NVARCHAR,500,,,YES,,,NO,,
dbo,AuditLog,Details,10,NVARCHAR,MAX,,,YES,,,NO,,
dbo,AuditLog,IpAddress,11,NVARCHAR,50,,,YES,,,NO,,
dbo,AuditLog,CreatedAt,12,DATETIME2,,,,,YES,GETDATE(),,NO,,DEFAULT GETDATE()
dbo,LichDatSan_DichVu,Id,1,INT,,10,0,NO,,YES,NO,,PK
dbo,LichDatSan_DichVu,DatSanID,2,INT,,10,0,NO,,,NO,dbo.LichDatSan(DatSanID),FK NOT NULL
dbo,LichDatSan_DichVu,SanPhamID,3,INT,,10,0,NO,,,NO,dbo.SanPham_DichVu(SanPhamID),FK NOT NULL
dbo,LichDatSan_DichVu,Quantity,4,INT,,10,0,NO,,,NO,,CHECK(Quantity>0)
dbo,LichDatSan_DichVu,UnitPrice,5,DECIMAL,,18,2,NO,,,NO,,
dbo,LichDatSan_DichVu,TotalPrice,6,DECIMAL,,18,2,NO,,,NO,,
dbo,LichDatSan_DichVu,Status,7,NVARCHAR,50,,,YES,Chờ chuẩn bị,,NO,,CHECK(Chờ chuẩn bị|Đã giao|Đã hủy)
dbo,LichDatSan_DichVu,Note,8,NVARCHAR,500,,,YES,,,NO,,
dbo,LichDatSan_DichVu,CreatedAt,9,DATETIME2,,,,,YES,,,NO,,
dbo,LichDatSan_DichVu,DeliveredAt,10,DATETIME2,,,,,YES,,,NO,,
dbo,LichDatSan_DichVu,DeliveredBy,11,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,AdminTrash,TrashID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,AdminTrash,EntityType,2,NVARCHAR,100,,,YES,,,NO,,
dbo,AdminTrash,EntityID,3,INT,,10,0,YES,,,NO,,
dbo,AdminTrash,DisplayName,4,NVARCHAR,255,,,YES,,,NO,,
dbo,AdminTrash,SourceTable,5,NVARCHAR,100,,,YES,,,NO,,
dbo,AdminTrash,OldStatus,6,NVARCHAR,100,,,YES,,,NO,,
dbo,AdminTrash,DeletedBy,7,INT,,10,0,YES,,,NO,,FK NULL (no explicit FK constraint)
dbo,AdminTrash,DeletedAt,8,DATETIME2,,,,,YES,,,NO,,
dbo,AdminTrash,Reason,9,NVARCHAR,500,,,YES,,,NO,,
dbo,AdminTrash,IsRestored,10,BIT,,,,,YES,0,,NO,,
dbo,AdminTrash,RestoredBy,11,INT,,10,0,YES,,,NO,,
dbo,AdminTrash,RestoredAt,12,DATETIME2,,,,,YES,,,NO,,
dbo,CoSoNganHang,CoSoID,1,INT,,10,0,NO,,,NO,dbo.CoSo(CoSoID),PK + FK (1-1 with CoSo)
dbo,CoSoNganHang,BankName,2,NVARCHAR,100,,,YES,,,NO,,
dbo,CoSoNganHang,BankShortCode,3,NVARCHAR,20,,,YES,,,NO,,
dbo,CoSoNganHang,AccountName,4,NVARCHAR,200,,,YES,,,NO,,
dbo,CoSoNganHang,AccountNumber,5,NVARCHAR,50,,,YES,,,NO,,
dbo,CoSoNganHang,UpdatedAt,6,DATETIME2,,,,,YES,,,NO,,
dbo,BookingExtension,ExtensionID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,BookingExtension,DatSanID,2,INT,,10,0,YES,,,NO,dbo.LichDatSan(DatSanID),FK
dbo,BookingExtension,OldGioKetThuc,3,TIME,,,,,YES,,,NO,,
dbo,BookingExtension,NewGioKetThuc,4,TIME,,,,,YES,,,NO,,
dbo,BookingExtension,OldGioKetThucDateTime,5,DATETIME2,,,,,YES,,,NO,,
dbo,BookingExtension,NewGioKetThucDateTime,6,DATETIME2,,,,,YES,,,NO,,
dbo,BookingExtension,AdditionalAmount,7,DECIMAL,,18,2,YES,,,NO,,
dbo,BookingExtension,OperatorAccountID,8,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,BookingExtension,CreatedAt,9,DATETIME2,,,,,YES,,,NO,,
dbo,CourtChargeSegment,SegmentID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,CourtChargeSegment,HoaDonID,2,INT,,10,0,YES,,,NO,dbo.HoaDon(HoaDonID),FK
dbo,CourtChargeSegment,DatSanID,3,INT,,10,0,YES,,,NO,dbo.LichDatSan(DatSanID),FK
dbo,CourtChargeSegment,SegmentOrder,4,INT,,10,0,YES,,,NO,,
dbo,CourtChargeSegment,StartAt,5,DATETIME2,,,,,YES,,,NO,,
dbo,CourtChargeSegment,EndAt,6,DATETIME2,,,,,YES,,,NO,,
dbo,CourtChargeSegment,DurationMinutes,7,INT,,10,0,YES,,,NO,,
dbo,CourtChargeSegment,RateType,8,NVARCHAR,30,,,YES,,,NO,,CHECK(WITHOUT_LIGHT|WITH_LIGHT)
dbo,CourtChargeSegment,HourlyRate,9,DECIMAL,,18,2,YES,,,NO,,
dbo,CourtChargeSegment,Amount,10,DECIMAL,,18,2,YES,,,NO,,
dbo,CourtChargeSegment,CreatedAt,11,DATETIME2,,,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,AttemptID,1,BIGINT,,19,0,NO,,YES,NO,,PK
dbo,PayOSPaymentAttempt,HoaDonID,2,INT,,10,0,YES,,,NO,dbo.HoaDon(HoaDonID),FK
dbo,PayOSPaymentAttempt,DatSanID,3,INT,,10,0,YES,,,NO,dbo.LichDatSan(DatSanID),FK
dbo,PayOSPaymentAttempt,CoSoID,4,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),FK
dbo,PayOSPaymentAttempt,OrderCode,5,BIGINT,,19,0,YES,,,NO,,UNIQUE
dbo,PayOSPaymentAttempt,PaymentLinkID,6,NVARCHAR,100,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,CheckoutUrl,7,NVARCHAR,1000,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,QrCode,8,NVARCHAR,MAX,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,Status,9,NVARCHAR,30,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,Amount,10,DECIMAL,,18,2,YES,,,NO,,
dbo,PayOSPaymentAttempt,Description,11,NVARCHAR,100,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,CreatedAt,12,DATETIME2,,,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,PaidAt,13,DATETIME2,,,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,CancelledAt,14,DATETIME2,,,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,LastCheckedAt,15,DATETIME2,,,,,YES,,,NO,,
dbo,PayOSPaymentAttempt,FailureReason,16,NVARCHAR,500,,,YES,,,NO,,
dbo,CustomerReputationHistory,ReputationHistoryID,1,BIGINT,,19,0,NO,,YES,NO,,PK
dbo,CustomerReputationHistory,AccountID,2,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,CustomerReputationHistory,DatSanID,3,INT,,10,0,YES,,,NO,dbo.LichDatSan(DatSanID),FK NULL
dbo,CustomerReputationHistory,ActionType,4,NVARCHAR,30,,,YES,,,NO,,
dbo,CustomerReputationHistory,ScoreDelta,5,INT,,10,0,YES,,,NO,,
dbo,CustomerReputationHistory,ScoreBefore,6,INT,,10,0,YES,,,NO,,
dbo,CustomerReputationHistory,ScoreAfter,7,INT,,10,0,YES,,,NO,,
dbo,CustomerReputationHistory,Reason,8,NVARCHAR,500,,,YES,,,NO,,
dbo,CustomerReputationHistory,CreatedAt,9,DATETIME2,,,,,YES,,,NO,,
dbo,CustomerReputationHistory,CreatedBy,10,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,CustomerReputationHistory,IpAddress,11,NVARCHAR,50,,,YES,,,NO,,
dbo,CoSoCapability,CapabilityID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,CoSoCapability,CoSoID,2,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),FK
dbo,CoSoCapability,CapabilityType,3,NVARCHAR,50,,,YES,,,NO,,
dbo,CoSoCapability,TrangThai,4,NVARCHAR,20,,,YES,PENDING,,NO,,
dbo,CoSoCapability,RequestedAt,5,DATETIME2,,,,,YES,,,NO,,
dbo,CoSoCapability,ApprovedBy,6,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,CoSoCapability,ApprovedAt,7,DATETIME2,,,,,YES,,,NO,,
dbo,CoSoCapability,RejectReason,8,NVARCHAR,500,,,YES,,,NO,,
dbo,CoSoCapability,Note,9,NVARCHAR,500,,,YES,,,NO,,
dbo,CoSoCapability,UpdatedAt,10,DATETIME2,,,,,YES,,,NO,,
dbo,QRRequest,RequestID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,QRRequest,SanID,2,INT,,10,0,YES,,,NO,dbo.San(SanID),FK
dbo,QRRequest,CoSoID,3,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),FK
dbo,QRRequest,GuestToken,4,VARCHAR,64,,,YES,,,NO,,
dbo,QRRequest,CustomerID,5,INT,,10,0,YES,,,NO,,NULL = guest
dbo,QRRequest,RequestType,6,VARCHAR,20,,,YES,,,NO,,CHECK(CALL_STAFF|ORDER_ITEM|SERVICE_REQUEST)
dbo,QRRequest,ItemsJson,7,NVARCHAR,MAX,,,YES,,,NO,,JSON payload
dbo,QRRequest,Note,8,NVARCHAR,500,,,YES,,,NO,,
dbo,QRRequest,Status,9,VARCHAR,20,,,YES,NEW,,NO,,CHECK(NEW|IN_PROGRESS|DONE|CANCELLED) DEFAULT 'NEW'
dbo,QRRequest,CreatedAt,10,DATETIME2,,,,,YES,,,NO,,
dbo,QRRequest,UpdatedAt,11,DATETIME2,,,,,YES,,,NO,,
dbo,QRRequest,HandledByStaffID,12,INT,,10,0,YES,,,NO,,No explicit FK constraint
dbo,SanQR,SanQRID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,SanQR,SanID,2,INT,,10,0,YES,,,NO,dbo.San(SanID),UNIQUE FK (1-1)
dbo,SanQR,Token,3,UNIQUEIDENTIFIER,,,,,YES,NEWID(),,NO,,DEFAULT NEWID() - nullable after hardening
dbo,SanQR,TrangThai,4,NVARCHAR,20,,,YES,ACTIVE,,NO,,
dbo,SanQR,CreatedAt,5,DATETIME2,,,,,YES,,,NO,,
dbo,SanQR,CreatedBy,6,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,SanQR,UpdatedAt,7,DATETIME2,,,,,YES,,,NO,,
dbo,SanQR,UpdatedBy,8,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,SanQR,RegenerateCount,9,INT,,10,0,YES,0,,NO,,
dbo,SanQR,ShortCode,10,NVARCHAR,12,,,YES,,,NO,,migration_san_qr_hardening
dbo,SanQRTokenHistory,HistoryID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,SanQRTokenHistory,SanQRID,2,INT,,10,0,YES,,,NO,dbo.SanQR(SanQRID),FK
dbo,SanQRTokenHistory,SanID,3,INT,,10,0,YES,,,NO,dbo.San(SanID),FK
dbo,SanQRTokenHistory,Token,4,UNIQUEIDENTIFIER,,,,,YES,,,NO,,nullable after hardening
dbo,SanQRTokenHistory,TrangThai,5,NVARCHAR,20,,,YES,ISSUED,,NO,,
dbo,SanQRTokenHistory,IssuedAt,6,DATETIME2,,,,,YES,,,NO,,
dbo,SanQRTokenHistory,RevokedAt,7,DATETIME2,,,,,YES,,,NO,,
dbo,SanQRTokenHistory,RevokedBy,8,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,SanQRTokenHistory,RevokeReason,9,NVARCHAR,255,,,YES,,,NO,,
dbo,SanQRTokenHistory,TokenHash,10,NVARCHAR,64,,,YES,,,NO,,migration_san_qr_hardening
dbo,SanQRTokenHistory,ShortCode,11,NVARCHAR,12,,,YES,,,NO,,migration_san_qr_hardening
dbo,SportService,ServiceID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,SportService,CoSoID,2,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),FK
dbo,SportService,ServiceType,3,NVARCHAR,30,,,YES,,,NO,,CHECK(CANG_LUOI|THAY_QUAN_CAN|SUA_VOT|BAO_DUONG|HUAN_LUYEN_VIEN|KHAC)
dbo,SportService,ServiceName,4,NVARCHAR,150,,,YES,,,NO,,
dbo,SportService,SportType,5,NVARCHAR,50,,,YES,,,NO,,
dbo,SportService,Description,6,NVARCHAR,MAX,,,YES,,,NO,,
dbo,SportService,BasePrice,7,DECIMAL,,12,2,YES,,,NO,,
dbo,SportService,Unit,8,NVARCHAR,30,,,YES,,,NO,,
dbo,SportService,EstimatedMinutes,9,INT,,10,0,YES,,,NO,,
dbo,SportService,MaxRequestsPerDay,10,INT,,10,0,YES,,,NO,,
dbo,SportService,ReceiveTimeStart,11,TIME,,,,,YES,,,NO,,
dbo,SportService,ReceiveTimeEnd,12,TIME,,,,,YES,,,NO,,
dbo,SportService,ImageUrl,13,NVARCHAR,500,,,YES,,,NO,,
dbo,SportService,IsAcceptingRequests,14,BIT,,,,,YES,1,,NO,,
dbo,SportService,Policy,15,NVARCHAR,MAX,,,YES,,,NO,,
dbo,SportService,CustomerNote,16,NVARCHAR,MAX,,,YES,,,NO,,
dbo,SportService,IsDeleted,17,BIT,,,,,YES,0,,NO,,
dbo,SportService,CreatedAt,18,DATETIME2,,,,,YES,,,NO,,
dbo,SportService,UpdatedAt,19,DATETIME2,,,,,YES,,,NO,,
dbo,RacketStringingConfig,ConfigID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,RacketStringingConfig,ServiceID,2,INT,,10,0,YES,,,NO,dbo.SportService(ServiceID),UNIQUE FK (1-1)
dbo,RacketStringingConfig,RacketTypes,3,NVARCHAR,MAX,,,YES,,,NO,,JSON or CSV list
dbo,RacketStringingConfig,StringingPrice,4,DECIMAL,,12,2,YES,,,NO,,
dbo,RacketStringingConfig,MinTension,5,DECIMAL,,5,2,YES,,,NO,,
dbo,RacketStringingConfig,MaxTension,6,DECIMAL,,5,2,YES,,,NO,,
dbo,RacketStringingConfig,TensionUnit,7,NVARCHAR,5,,,YES,kg,,NO,,CHECK(kg|lbs) DEFAULT 'kg'
dbo,RacketStringingConfig,AllowCustomerString,8,BIT,,,,,YES,,,NO,,
dbo,RacketStringingConfig,SellsString,9,BIT,,,,,YES,,,NO,,
dbo,RacketStringingConfig,AvgCompletionMinutes,10,INT,,10,0,YES,,,NO,,
dbo,RacketStringingConfig,MaxRacketsPerOrder,11,INT,,10,0,YES,,,NO,,
dbo,RacketStringingConfig,OldRacketPolicy,12,NVARCHAR,MAX,,,YES,,,NO,,
dbo,RacketStringingConfig,StringBreakPolicy,13,NVARCHAR,MAX,,,YES,,,NO,,
dbo,ServiceMaterial,MaterialID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,ServiceMaterial,CoSoID,2,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),FK
dbo,ServiceMaterial,Name,3,NVARCHAR,150,,,YES,,,NO,,
dbo,ServiceMaterial,Brand,4,NVARCHAR,100,,,YES,,,NO,,
dbo,ServiceMaterial,Code,5,NVARCHAR,50,,,YES,,,NO,,
dbo,ServiceMaterial,Color,6,NVARCHAR,50,,,YES,,,NO,,
dbo,ServiceMaterial,SportType,7,NVARCHAR,50,,,YES,,,NO,,
dbo,ServiceMaterial,Price,8,DECIMAL,,12,2,YES,,,NO,,
dbo,ServiceMaterial,ExtraFee,9,DECIMAL,,12,2,YES,,,NO,,
dbo,ServiceMaterial,Status,10,NVARCHAR,20,,,YES,DANG_CO,,NO,,CHECK(DANG_CO|TAM_HET|NGUNG_SU_DUNG)
dbo,ServiceMaterial,Description,11,NVARCHAR,MAX,,,YES,,,NO,,
dbo,ServiceMaterial,IsDeleted,12,BIT,,,,,YES,0,,NO,,
dbo,ServiceMaterial,CreatedAt,13,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceMaterial,UpdatedAt,14,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrder,OrderID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,ServiceOrder,CustomerID,2,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,ServiceOrder,CoSoID,3,INT,,10,0,YES,,,NO,dbo.CoSo(CoSoID),FK
dbo,ServiceOrder,ServiceID,4,INT,,10,0,YES,,,NO,dbo.SportService(ServiceID),FK
dbo,ServiceOrder,BookingID,5,INT,,10,0,YES,,,NO,dbo.LichDatSan(DatSanID),FK NULL
dbo,ServiceOrder,Status,6,NVARCHAR,30,,,YES,,,NO,,CHECK(8 values including PENDING/CONFIRMED/IN_PROGRESS/COMPLETED/CANCELLED etc)
dbo,ServiceOrder,RequestedAt,7,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrder,AppointmentDate,8,DATE,,,,,YES,,,NO,,
dbo,ServiceOrder,DropOffTime,9,NVARCHAR,20,,,YES,,,NO,,
dbo,ServiceOrder,ExpectedPickupTime,10,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrder,ActualReceivedTime,11,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrder,CompletedTime,12,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrder,DeliveredTime,13,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrder,CancelledTime,14,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrder,CustomerNote,15,NVARCHAR,MAX,,,YES,,,NO,,
dbo,ServiceOrder,ManagerNote,16,NVARCHAR,MAX,,,YES,,,NO,,
dbo,ServiceOrder,EstimatedPrice,17,DECIMAL,,12,2,YES,,,NO,,
dbo,ServiceOrder,ConfirmedPrice,18,DECIMAL,,12,2,YES,,,NO,,
dbo,ServiceOrder,CancellationReason,19,NVARCHAR,500,,,YES,,,NO,,
dbo,ServiceOrder,CreatedAt,20,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrder,UpdatedAt,21,DATETIME2,,,,,YES,,,NO,,
dbo,RacketStringingOrderDetail,DetailID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,RacketStringingOrderDetail,OrderID,2,INT,,10,0,YES,,,NO,dbo.ServiceOrder(OrderID),UNIQUE FK (1-1)
dbo,RacketStringingOrderDetail,RacketType,3,NVARCHAR,100,,,YES,,,NO,,
dbo,RacketStringingOrderDetail,RacketBrand,4,NVARCHAR,100,,,YES,,,NO,,
dbo,RacketStringingOrderDetail,RacketModel,5,NVARCHAR,100,,,YES,,,NO,,
dbo,RacketStringingOrderDetail,MaterialID,6,INT,,10,0,YES,,,NO,dbo.ServiceMaterial(MaterialID),FK NULL
dbo,RacketStringingOrderDetail,CustomerBringsString,7,BIT,,,,,YES,,,NO,,
dbo,RacketStringingOrderDetail,TensionValue,8,DECIMAL,,5,2,YES,,,NO,,
dbo,RacketStringingOrderDetail,TensionUnit,9,NVARCHAR,5,,,YES,,,NO,,CHECK(kg|lbs)
dbo,RacketStringingOrderDetail,StringColor,10,NVARCHAR,50,,,YES,,,NO,,
dbo,RacketStringingOrderDetail,Quantity,11,INT,,10,0,YES,,,NO,,CHECK(Quantity>0)
dbo,RacketStringingOrderDetail,TechnicalNote,12,NVARCHAR,MAX,,,YES,,,NO,,
dbo,ServiceOrderStatusHistory,HistoryID,1,INT,,10,0,NO,,YES,NO,,PK - DDL inferred from Java model
dbo,ServiceOrderStatusHistory,OrderID,2,INT,,10,0,NO,,,NO,dbo.ServiceOrder(OrderID),FK inferred NOT NULL
dbo,ServiceOrderStatusHistory,FromStatus,3,NVARCHAR,30,,,YES,,,NO,,
dbo,ServiceOrderStatusHistory,ToStatus,4,NVARCHAR,30,,,NO,,,NO,,
dbo,ServiceOrderStatusHistory,ChangedBy,5,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK inferred
dbo,ServiceOrderStatusHistory,ChangedAt,6,DATETIME2,,,,,YES,,,NO,,
dbo,ServiceOrderStatusHistory,Note,7,NVARCHAR,500,,,YES,,,NO,,
dbo,Teams,TeamID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,Teams,TeamName,2,NVARCHAR,50,,,YES,,,NO,,
dbo,Teams,Description,3,NVARCHAR,225,,,YES,,,NO,,
dbo,Teams,SportID,4,INT,,10,0,YES,,,NO,dbo.MonTheThao(MonTheThaoID),FK
dbo,Teams,CaptainAccountID,5,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,Teams,LocationText,6,NVARCHAR,255,,,YES,,,NO,,
dbo,Teams,AvatarPath,7,NVARCHAR,500,,,YES,,,NO,,
dbo,Teams,CoverImagePath,8,NVARCHAR,500,,,YES,,,NO,,
dbo,Teams,MaxMembers,9,INT,,10,0,YES,,,NO,,CHECK(2-30)
dbo,Teams,Status,10,VARCHAR,30,,,YES,ACTIVE,,NO,,CHECK(ACTIVE|INACTIVE|DISBANDED|SUSPENDED)
dbo,Teams,CreatedAt,11,DATETIME2,,,,,YES,,,NO,,
dbo,Teams,UpdatedAt,12,DATETIME2,,,,,YES,,,NO,,
dbo,Teams,IsDeleted,13,BIT,,,,,YES,0,,NO,,
dbo,Teams,DeletedAt,14,DATETIME2,,,,,YES,,,NO,,
dbo,Teams,DeletedBy,15,INT,,10,0,YES,,,NO,,
dbo,TeamMembers,TeamMemberID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,TeamMembers,TeamID,2,INT,,10,0,YES,,,NO,dbo.Teams(TeamID),FK
dbo,TeamMembers,AccountID,3,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,TeamMembers,MemberRole,4,VARCHAR,30,,,YES,,,NO,,CHECK(CAPTAIN|CO_CAPTAIN|MEMBER)
dbo,TeamMembers,MemberStatus,5,VARCHAR,30,,,YES,ACTIVE,,NO,,CHECK(ACTIVE|LEFT|REMOVED)
dbo,TeamMembers,JoinedAt,6,DATETIME2,,,,,YES,,,NO,,
dbo,TeamMembers,LeftAt,7,DATETIME2,,,,,YES,,,NO,,
dbo,TeamMembers,AddedBy,8,INT,,10,0,YES,,,NO,,No explicit FK constraint in DDL
dbo,TeamInvitations,InvitationID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,TeamInvitations,TeamID,2,INT,,10,0,YES,,,NO,dbo.Teams(TeamID),FK
dbo,TeamInvitations,InvitedAccountID,3,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,TeamInvitations,InvitedByAccountID,4,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,TeamInvitations,ProposedRole,5,VARCHAR,30,,,YES,MEMBER,,NO,,CHECK(CO_CAPTAIN|MEMBER)
dbo,TeamInvitations,Status,6,VARCHAR,30,,,YES,PENDING,,NO,,CHECK(PENDING|ACCEPTED|REJECTED|CANCELLED|EXPIRED)
dbo,TeamInvitations,Message,7,NVARCHAR,500,,,YES,,,NO,,
dbo,TeamInvitations,CreatedAt,8,DATETIME2,,,,,YES,,,NO,,
dbo,TeamInvitations,ExpiresAt,9,DATETIME2,,,,,YES,,,NO,,
dbo,TeamInvitations,RespondedAt,10,DATETIME2,,,,,YES,,,NO,,
dbo,TeamJoinRequests,JoinRequestID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,TeamJoinRequests,TeamID,2,INT,,10,0,YES,,,NO,dbo.Teams(TeamID),FK
dbo,TeamJoinRequests,RequesterAccountID,3,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,TeamJoinRequests,Message,4,NVARCHAR,500,,,YES,,,NO,,
dbo,TeamJoinRequests,Status,5,VARCHAR,30,,,YES,PENDING,,NO,,CHECK(PENDING|APPROVED|REJECTED|CANCELLED)
dbo,TeamJoinRequests,CreatedAt,6,DATETIME2,,,,,YES,,,NO,,
dbo,TeamJoinRequests,ReviewedAt,7,DATETIME2,,,,,YES,,,NO,,
dbo,TeamJoinRequests,ReviewedByAccountID,8,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK NULL
dbo,NhomChiaTien,NhomChiaTienID,1,INT,,10,0,NO,,YES,NO,,PK
dbo,NhomChiaTien,HoaDonID,2,INT,,10,0,YES,,,NO,dbo.HoaDon(HoaDonID),FK
dbo,NhomChiaTien,DatSanID,3,INT,,10,0,YES,,,NO,dbo.LichDatSan(DatSanID),FK
dbo,NhomChiaTien,CreatedByAccountID,4,INT,,10,0,YES,,,NO,dbo.Accounts(AccountID),FK
dbo,NhomChiaTien,SplitType,5,NVARCHAR,20,,,YES,,,NO,,CHECK(EQUAL|CUSTOM|ITEMIZED)
dbo,NhomChiaTien,TongTien,6,DECIMAL,,18,2,YES,,,NO,,
dbo,NhomChiaTien,TrangThai,7,NVARCHAR,20,,,YES,DRAFT,,NO,,CHECK(DRAFT|ACTIVE|PARTIALLY_PAID|PAID|CANCELLED|EXPIRED)
dbo,NhomChiaTien,ExpiresAt,8,DATETIME2,,,,,YES,,,NO,,
dbo,NhomChiaTien,CreatedAt,9,DATETIME2,,,,,YES,,,NO,,
